order_id,merchant_id,customer_name,device_fingerprint,upi_vpa,delivery_lat,delivery_lon,order_amount_inr,order_date,dispute_filed,dispute_reason
ORD-f0661a6df3,M_HomeBazaar,Ekalinga Chand,dfp_b971848d7f00c01ca7ad,chanderrachana@oksbi,12.996036,80.252098,33476.53,2026-05-05T00:00:00,False,item_not_as_described
ORD-88d3c87144,M_TrendMart,Zaid Borra,dfp_3cc94ff8c1d25c904261,dchaudhari@ybl,17.441351,78.353796,21692.42,2026-02-22T00:00:00,False,
ORD-595cd2e8b7,M_FashionNest,Madhav Kunda,dfp_97887820496ac40925c9,oscardua@paytm,28.586202,77.060038,17434.9,2026-05-06T00:00:00,False,
ORD-4ef95d4d59,M_ElectroHub,Oni Setty,dfp_95281b3f317f9f3b354a,nakul54@paytm,28.590481,77.045441,2922.52,2026-05-12T00:00:00,False,item_not_as_described
ORD-2a676d94fb,M_ElectroHub,Veer Kota,dfp_dd968dee372a19f0227d,saanvi22@ybl,19.125867,72.855342,2097.1,2026-04-30T00:00:00,False,
ORD-42dd096633,M_TrendMart,Harini Choudhury,dfp_f39d3b4acc908a1a0676,radhika27@paytm,17.460541,78.342623,28783.17,2026-01-07T00:00:00,False,
ORD-4616561bfe,M_FashionNest,Kamala Chanda,dfp_0888e46cf0feb64e5524,charanloyal@okhdfcbank,28.590093,77.04595,20031.23,2026-05-11T00:00:00,False,item_not_as_described
ORD-e4fb757ed3,M_FashionNest,Sanaya Mani,dfp_6add829bb5595894233b,jacobdeep@oksbi,17.439944,78.348908,746.58,2026-06-01T00:00:00,False,
ORD-2e0ab69902,M_GadgetKart,Chandresh Krish,dfp_6c04f75f6aa19cb12bab,shankiaan@paytm,28.604208,77.066473,16550.52,2026-03-01T00:00:00,False,
ORD-c52261e8eb,M_ElectroHub,Mohini Narasimhan,dfp_6cedb0235a852e55cbab,ekaraj45@okhdfcbank,28.581203,77.051955,9054.95,2026-02-18T00:00:00,False,
ORD-ffc21f6cf2,M_TrendMart,Wriddhish Ghose,dfp_5a6d8f0a2ddd173f03a6,dugaraarnav@oksbi,12.940421,77.616382,4007.04,2026-06-26T00:00:00,False,
ORD-64f91ed4de,M_HomeBazaar,Qadim Gupta,dfp_5fa79d107327f06cc20b,piyengar@ybl,28.583235,77.053711,26789.58,2026-01-02T00:00:00,False,item_not_as_described
ORD-6252ec5cf5,M_FashionNest,Praneel Murty,dfp_aa606b1ce8cbdf126cd1,johalmaanas@ybl,17.445344,78.33489,15500.99,2026-03-23T00:00:00,False,
ORD-3249d262c6,M_ElectroHub,Aarna Gole,dfp_e26716017e03f63e0500,ubahl@oksbi,17.42011,78.369232,9785.41,2026-02-16T00:00:00,False,item_not_as_described
ORD-bd74f953ae,M_ElectroHub,Dayita Shenoy,dfp_496133d786a0224ca2df,dbarad@okhdfcbank,13.007692,80.259429,35309.18,2026-06-12T00:00:00,False,
ORD-6cf85ee709,M_HomeBazaar,Vasudha Dhaliwal,dfp_f58626766452dc780893,puricaleb@okhdfcbank,28.602191,77.034657,34829.45,2026-05-10T00:00:00,False,item_not_as_described
ORD-64582af858,M_ElectroHub,Nandini Loyal,dfp_694b0e8bba51a55db446,kakardivya@okhdfcbank,28.595558,77.046372,31525.47,2026-06-02T00:00:00,False,item_not_as_described
ORD-409c3b6c42,M_GadgetKart,Harsh Amble,dfp_2b7c9bfa9d17cc34ab70,barkha41@okhdfcbank,19.117361,72.849475,30985.88,2026-03-28T00:00:00,False,
ORD-085d29facf,M_GadgetKart,Prisha Ravel,dfp_f7e7727340e4aabf19ed,samakshjayaraman56@oksbi,19.119628,72.846605,13358.61,2026-03-16T00:00:00,True,item_not_received
ORD-4e09b1d939,M_TrendMart,Ishwar Kar,dfp_b2d1a95e69b3654c29e8,amairadhar@paytm,13.011846,80.272035,32178.12,2026-04-21T00:00:00,False,
ORD-f2da621b5c,M_GadgetKart,Ati Rajagopal,dfp_39975fccfd820ced48ee,oniiyengar@ybl,12.933795,77.620164,12140.81,2026-07-06T00:00:00,False,
ORD-447b2e102b,M_ElectroHub,Ethan Sathe,dfp_8f65bd4014ff1b8383a2,chandani64@okhdfcbank,12.945706,77.609168,33701.57,2026-02-23T00:00:00,False,
ORD-ee4a0989be,M_HomeBazaar,Timothy Nath,dfp_b4b94ca679674c147a21,farajuppal@ybl,17.428615,78.359104,37448.74,2026-02-20T00:00:00,False,item_not_as_described
ORD-1b6f8f1a5e,M_FashionNest,Bhavani Bala,dfp_97bcf122f907c6be5860,samesh89@okhdfcbank,28.588273,77.051059,25298.59,2026-07-17T00:00:00,False,item_not_as_described
ORD-59fa97d6c4,M_FashionNest,Gaurika Pall,dfp_d5413c73e897edac3ddf,hsaha@okhdfcbank,28.568952,77.0365,21376.32,2026-03-07T00:00:00,False,
ORD-cea4ab0667,M_FashionNest,Azad Narayanan,dfp_15a8fae7893a431fcb12,varkeywazir@paytm,28.595223,77.043403,40702.27,2026-01-20T00:00:00,False,
ORD-1837c66adc,M_FashionNest,Vinaya Babu,dfp_04154e90470b4afddefa,walinisha@okhdfcbank,12.934342,77.624885,8231.98,2026-04-08T00:00:00,False,
ORD-dfe65e1931,M_FashionNest,Ishaan Cherian,dfp_0f0b9e776993caaf1adf,missac@ybl,28.591745,77.045602,21400.07,2026-05-09T00:00:00,False,
ORD-34e1213028,M_GadgetKart,Girik Menon,dfp_d4ee166547dc986629cf,nidhikohli@ybl,13.008789,80.258442,25538.99,2026-01-21T00:00:00,False,item_not_as_described
ORD-603b9525d0,M_TrendMart,Urvi Deo,dfp_2224fc6eb76c9612b15f,abhiramkapur@paytm,12.9354,77.62468,24236.23,2026-03-30T00:00:00,False,item_not_as_described
ORD-4f3c2d9bfb,M_HomeBazaar,Ayushman Mammen,dfp_d2186ec7a67c59a774db,idikapandey@okhdfcbank,12.935073,77.624603,40522.55,2026-03-14T00:00:00,True,item_not_received
ORD-e77e79c821,M_TrendMart,Priya Gandhi,dfp_462fcaf5bf19c0e62d34,samueljhaveri@ybl,12.923277,77.614403,22287.09,2026-03-30T00:00:00,False,item_not_as_described
ORD-920b5786db,M_ElectroHub,Omkaar Chad,dfp_3e4e33bbcebb63547a45,yutika95@okhdfcbank,17.449224,78.333675,21236.65,2026-02-18T00:00:00,False,
ORD-3d47a6f279,M_HomeBazaar,Lajita Divan,dfp_77f9a2fe6887831b8cc3,azadchoudhary@ybl,19.123383,72.844771,10965.33,2026-02-07T00:00:00,True,
ORD-3a72907d84,M_ElectroHub,Aryan Maharaj,dfp_b8901398bb674dc2643c,udantdewan@ybl,19.113634,72.84011,4626.28,2026-01-07T00:00:00,False,
ORD-9c3094beba,M_FashionNest,Samuel Bhavsar,dfp_84b80eb9432f3b35d2fb,bandisanya@okhdfcbank,28.583591,77.052306,42910.45,2026-04-24T00:00:00,True,
ORD-3aeff0e3e7,M_TrendMart,Luke Biswas,dfp_3b51bc86a69bbf3a2bcb,galaria@ybl,28.598846,77.032262,22536.02,2026-01-27T00:00:00,False,
ORD-df17db997f,M_HomeBazaar,Nachiket Chhabra,dfp_546f0d8505bbc5d4b9a3,brarwaida@ybl,19.103402,72.848667,41521.16,2026-01-23T00:00:00,False,item_not_as_described
ORD-3f38ea9d0f,M_FashionNest,Varenya Kala,dfp_241d763e20e6f43f78cf,anikamagar@okhdfcbank,12.996174,80.249935,16283.17,2026-01-06T00:00:00,False,item_not_as_described
ORD-718e487561,M_ElectroHub,Andrew Patil,dfp_da7f90faf5bbf930a501,pranit35@okhdfcbank,12.92681,77.614347,4617.61,2026-04-11T00:00:00,False,item_not_as_described
ORD-9e7f0da1ab,M_FashionNest,Yug Kar,dfp_b84df386e8ed4c6e8d44,nigamansh@okhdfcbank,12.951197,77.624422,39003.96,2026-01-30T00:00:00,False,item_not_as_described
ORD-60e4b33b2c,M_TrendMart,Chatura Vora,dfp_b998bbe431aec618885c,isridhar@oksbi,12.920475,77.645759,8797.13,2026-05-04T00:00:00,False,
ORD-83b590a712,M_HomeBazaar,Madhav Balan,dfp_1a70531e0ba917227808,madhavbalan_W@paytm,13.000925,80.256799,22516.29,2026-06-05T00:00:00,True,item_not_received
ORD-d88708c4d3,M_FashionNest,Darpan Gandhi,dfp_faf8b51579a6bd4dc802,bhavya71@ybl,28.584206,77.054796,9394.86,2026-02-23T00:00:00,False,item_not_as_described
ORD-3472f16f4c,M_GadgetKart,Abha Patel,dfp_290ed00b38facfecfb47,aarini50@paytm,28.579542,77.044244,26977.66,2026-05-02T00:00:00,False,item_not_as_described
ORD-e6bad8753b,M_FashionNest,Zashil Savant,dfp_c4cbdcc4036bde81d9f3,xsule@paytm,28.591588,77.045039,12801.09,2026-07-15T00:00:00,False,item_not_as_described
ORD-3cac5cfe94,M_TrendMart,Ayaan Raju,dfp_28450709a42892466dcb,gabatanish@okhdfcbank,28.590432,77.049916,19694.06,2026-04-12T00:00:00,False,item_not_as_described
ORD-bd830fae74,M_TrendMart,Lila Prakash,dfp_14938c3afb8487faf0f6,amol51@okhdfcbank,17.43422,78.343957,12693.86,2026-06-22T00:00:00,False,item_not_as_described
ORD-193f79e445,M_HomeBazaar,Lohit Chatterjee,dfp_18e9c15944105c2cac8e,mannanleena@okhdfcbank,19.13248,72.854798,21719.83,2026-01-03T00:00:00,False,item_not_as_described
ORD-4ab05cf566,M_TrendMart,Yochana Sagar,dfp_60cd700da514750bab03,jbhardwaj@oksbi,28.5932,77.045538,25510.75,2026-05-20T00:00:00,False,item_not_as_described
ORD-ab40e69d60,M_FashionNest,Hardik Contractor,dfp_ae9feb47eae46ec521c6,qushiseth@paytm,12.937596,77.622013,44820.15,2026-06-03T00:00:00,False,
ORD-bf623f2db2,M_FashionNest,Nihal Hans,dfp_61d19840d4907254853b,vihaankata_o@ibl,19.119815,72.846825,41831.83,2026-03-01T00:00:00,True,item_not_received
ORD-cd42d8748a,M_HomeBazaar,Udyati Sathe,dfp_42833d2706686451758d,gkala@ybl,17.444687,78.34671,12445.81,2026-06-14T00:00:00,False,
ORD-3122ead273,M_ElectroHub,Christopher More,dfp_0676654e42398830603b,jagdisharora@oksbi,12.937281,77.62042,4609.86,2026-04-26T00:00:00,False,item_not_as_described
ORD-d6eb5ba81a,M_FashionNest,Kashish De,dfp_2204c729d17c3c6cfa5f,narayanjason@oksbi,12.980315,80.265756,14810.07,2026-05-06T00:00:00,False,item_not_as_described
ORD-395b8ed6a0,M_HomeBazaar,Balvan Verma,dfp_d2dfa98d61ec036929f0,balvanverma92@paytm,19.119742,72.846837,23290.92,2026-03-30T00:00:00,True,item_not_received
ORD-659782eb52,M_ElectroHub,Rajata Sunder,dfp_2d3bdca79467ae184e5f,ramachandrangayathri@paytm,13.003525,80.258233,26396.6,2026-02-04T00:00:00,False,
ORD-cbb016c77d,M_TrendMart,Isaiah Bhagat,dfp_49a87d7afaac901e50a6,manbirmani@ybl,28.590332,77.046369,22456.13,2026-04-20T00:00:00,False,
ORD-f7b0200aae,M_HomeBazaar,Megha Balasubramanian,dfp_264e625fdc20dba21890,idugar@paytm,12.945258,77.627035,17523.83,2026-05-20T00:00:00,False,
ORD-27383dca8c,M_HomeBazaar,Nakul Modi,dfp_af3740070e0746e2460c,kalefalak@ybl,19.117971,72.841932,26598.14,2026-04-24T00:00:00,False,
ORD-b47040b74b,M_GadgetKart,Sachi Dave,dfp_6b2bbe8e9f957d9a372d,narulajason@okhdfcbank,19.112879,72.845442,12922.58,2026-01-28T00:00:00,False,item_not_as_described
ORD-c686d77107,M_ElectroHub,Girik Subramaniam,dfp_e5f12613736fd45a8e41,aaravsankar@oksbi,17.442839,78.350237,31703.97,2026-01-04T00:00:00,False,item_not_as_described
ORD-3f889b559c,M_TrendMart,Ucchal Jani,dfp_1cfe2928c12328d0f858,maanas55@okhdfcbank,17.448577,78.360539,43981.07,2026-05-06T00:00:00,False,item_not_as_described
ORD-0525e286fb,M_TrendMart,Ekalinga Mital,dfp_f91c5ae66b5cd98fdaca,contractorarin@ybl,17.44075,78.351339,10112.98,2026-06-20T00:00:00,False,
ORD-47aa24afd1,M_TrendMart,Veda Shroff,dfp_0090759c52cd02b21851,uloyal@okhdfcbank,19.121245,72.834898,26577.33,2026-05-25T00:00:00,False,item_not_as_described
ORD-07beed9890,M_HomeBazaar,Chaitanya Kaur,dfp_001be17ec5831d9f56c8,kashvidugal@okhdfcbank,19.114284,72.856835,4071.49,2026-01-07T00:00:00,False,
ORD-288732e93d,M_FashionNest,Nirja Thaker,dfp_6c728f7b7a010a92266f,tbhatia@okhdfcbank,19.116757,72.848798,25159.49,2026-04-04T00:00:00,False,
ORD-fc4e0f458f,M_FashionNest,Harinakshi Shanker,dfp_cf692997eee204962690,ebala@okhdfcbank,12.932443,77.623463,18217.3,2026-02-02T00:00:00,False,
ORD-e22ed8bda5,M_ElectroHub,Victor Kota,dfp_4df00cc8dab80cb6627e,jpal@paytm,17.442552,78.347738,16153.97,2026-01-27T00:00:00,False,
ORD-b6588d68a4,M_ElectroHub,Abhiram Oza,dfp_eb4091b36606720eafeb,samikevin@okhdfcbank,12.936707,77.6242,9519.29,2026-05-02T00:00:00,False,
ORD-47f521f1c3,M_FashionNest,Krishna Ramaswamy,dfp_16d6b0588fa6a4ea3bf5,ubikaseth53@ibl,13.001329,80.256599,11749.25,2026-05-03T00:00:00,True,item_not_received
ORD-31adf43798,M_FashionNest,Ria Raju,dfp_23a42897bcc926ec582b,rachit77@okhdfcbank,17.445071,78.345956,32346.13,2026-01-12T00:00:00,False,item_not_as_described
ORD-9b074cc97c,M_HomeBazaar,Darsh Rao,dfp_37f341cce70783eb8c2d,ranveer17@oksbi,12.933443,77.62444,9630.03,2026-06-30T00:00:00,False,item_not_as_described
ORD-aa7278316d,M_GadgetKart,Hamsini Ben,dfp_590c938464dab47f8476,lopaahluwalia@okhdfcbank,19.118925,72.845228,4163.85,2026-07-09T00:00:00,False,
ORD-2d57e9b101,M_FashionNest,Upkaar Padmanabhan,dfp_5e4fafea2ece5f0dcb05,kai16@paytm,13.007646,80.278844,10048.86,2026-02-13T00:00:00,False,item_not_as_described
ORD-83dde1effc,M_HomeBazaar,Aarav Pandit,dfp_f5790ba07ea6ebc8ca10,omajagrover@okhdfcbank,28.589614,77.032642,30414.62,2026-06-24T00:00:00,False,
ORD-da1748c293,M_HomeBazaar,Nirja Bains,dfp_ab60797b52d9d3c4d7db,calebdatta@oksbi,13.006551,80.252906,20766.61,2026-06-02T00:00:00,False,item_not_as_described
ORD-5fbd0577eb,M_FashionNest,Chaitanya Sarin,dfp_a225343cf4b0ab01468e,venkateshronith@paytm,13.001688,80.243313,31217.61,2026-06-06T00:00:00,False,
ORD-430767a3d3,M_GadgetKart,Unnati Varughese,dfp_a10c09f1809fce7565ef,kabir89@oksbi,28.592318,77.045944,42374.04,2026-02-01T00:00:00,False,item_not_as_described
ORD-e54e05ddf4,M_GadgetKart,Fariq Bahl,dfp_cb8183990937e1e20c3b,tanveer28@okhdfcbank,12.937806,77.625405,4265.92,2026-07-08T00:00:00,False,item_not_as_described
ORD-044a2b64ca,M_FashionNest,Aadi Banerjee,dfp_039248dffc3aebeb41e7,amol82@okhdfcbank,17.44433,78.339107,1021.92,2026-04-06T00:00:00,False,
ORD-af0f466119,M_FashionNest,Onveer Nazareth,dfp_b4d9a34f0c2bde3becdb,balakrishnanfinn@paytm,12.927186,77.624606,44305.32,2026-07-11T00:00:00,False,
ORD-02cfc0fb0f,M_GadgetKart,Krishna Soni,dfp_ff3fc25ff4cc7202e413,andraonveer@oksbi,17.445335,78.353783,19925.86,2026-06-01T00:00:00,False,item_not_as_described
ORD-d6fb235057,M_TrendMart,Hemani Natarajan,dfp_3bc658b446b5825392be,ushah@oksbi,28.591474,77.047539,22704.97,2026-01-08T00:00:00,False,
ORD-50255f5019,M_HomeBazaar,Onkar Bhasin,dfp_4dbfbd00b4c5b9862d03,onkarbhasin@paytm,19.120282,72.846202,13716.81,2026-03-10T00:00:00,True,item_not_received
ORD-b9e39c61a9,M_ElectroHub,Oliver Oommen,dfp_00b1fd92cecfe304903e,obiswas@paytm,28.602776,77.031263,43091.73,2026-04-18T00:00:00,False,item_not_as_described
ORD-7f0d588ae6,M_ElectroHub,Chakradev Bhagat,dfp_2a515b4c544d7d9f1e8d,jonathan71@okhdfcbank,28.608712,77.060164,24077.34,2026-05-01T00:00:00,False,
ORD-10630d0a8b,M_ElectroHub,Amaira Walla,dfp_80b5a7bd9feeea695e19,kandalipika@ybl,13.001628,80.259408,39252.32,2026-05-31T00:00:00,False,
ORD-e4abab6c0d,M_TrendMart,Madhav Balan,dfp_1a70531e0ba917227808,madhavbalan@paytm,13.001722,80.256338,49728.74,2026-06-07T00:00:00,True,item_not_received
ORD-3c3a0c977a,M_TrendMart,Kala Divan,dfp_b8cd1fa7a5eca2f6e012,cdatta@oksbi,12.934207,77.627101,7706.69,2026-02-03T00:00:00,False,item_not_as_described
ORD-2b5964e6dd,M_GadgetKart,Abha Raghavan,dfp_80a7ba26ad11c96f5241,siddharth75@paytm,19.14321,72.829766,35163.93,2026-07-18T00:00:00,False,
ORD-d8395bde72,M_HomeBazaar,Ekani Iyer,dfp_1cb5de7e2775ab4b0166,lmurthy@okhdfcbank,28.567598,77.059943,36015.11,2026-05-23T00:00:00,False,item_not_as_described
ORD-8822467df9,M_ElectroHub,Widisha Sani,dfp_a0c7f95764afd5b04927,kairai@oksbi,28.582117,77.058666,16403.01,2026-06-17T00:00:00,False,item_not_as_described
ORD-2b0ef5af1c,M_TrendMart,Abhiram Bawa,dfp_10c5d6dd3a90c6408283,xmangat@ybl,28.592819,77.046238,30476.44,2026-01-25T00:00:00,False,
ORD-6a5d3a3e58,M_FashionNest,Sarthak Suresh,dfp_f10c4dce77241951b7ff,varsha58@okhdfcbank,17.442699,78.349294,29437.65,2026-02-23T00:00:00,False,item_not_as_described
ORD-0167eb810b,M_HomeBazaar,Logan Bal,dfp_8cec94f7bd1da43cdf8f,qmerchant@paytm,17.443351,78.369535,8287.99,2026-05-18T00:00:00,False,item_not_as_described
ORD-677f5e7905,M_TrendMart,Ubika Tella,dfp_53f8512a9dc2f9d4ff4e,hemanibakshi@okhdfcbank,17.44099,78.360764,40271.52,2026-06-03T00:00:00,False,item_not_as_described
ORD-9ae1265e56,M_HomeBazaar,William Maharaj,dfp_a8f7b74bdc67a3abc1f7,tbrahmbhatt@okhdfcbank,17.441393,78.349589,24278.88,2026-04-11T00:00:00,False,
ORD-72054edd13,M_GadgetKart,Vincent Warrior,dfp_b2196ced25100c298f90,gillomisha@oksbi,28.578942,77.035636,44261.91,2026-07-06T00:00:00,False,
ORD-f70f2eabce,M_TrendMart,David Kurian,dfp_d2186ec7a67c59a774db,idikapandey33@oksbi,12.935341,77.62439,38911.16,2026-03-11T00:00:00,True,item_not_received
ORD-41959cbbec,M_GadgetKart,Owen Choudhary,dfp_713b6f95b2abbd195174,deepalexander@okhdfcbank,19.107864,72.831053,3596.61,2026-04-13T00:00:00,False,
ORD-64a5192ded,M_GadgetKart,Sachi Ganesan,dfp_9493008214bb32754cf7,ayush05@ybl,19.117505,72.848228,15195.4,2026-02-18T00:00:00,False,
ORD-1674dbb95d,M_FashionNest,Abeer Mital,dfp_fed0f0ea4e2dcd3f3da6,tanishmurty@oksbi,17.430469,78.33658,42263.4,2026-07-20T00:00:00,False,
ORD-fa13abdb46,M_TrendMart,Lipika Kibe,dfp_99f0b5767d4722cee1e9,samar51@paytm,12.945218,77.634541,30488.54,2026-03-03T00:00:00,False,item_not_as_described
ORD-1dd793c3cc,M_HomeBazaar,Bachittar Rege,dfp_61d19840d4907254853b,vihaankata@okhdfcbank,19.119908,72.846594,40741.16,2026-03-09T00:00:00,True,item_not_received
ORD-3689ff3e83,M_GadgetKart,Ranveer Manne,dfp_ff8573d0d2c8e8954f7a,ranveermanne@oksbi,12.935309,77.624508,22246.37,2026-04-09T00:00:00,True,item_not_received
ORD-117daffb34,M_TrendMart,Jagat Gokhale,dfp_ad92817080d4d65d2483,iwadhwa@paytm,17.443174,78.348257,18264.67,2026-04-01T00:00:00,False,
ORD-fb9da3056a,M_TrendMart,Warinder Raju,dfp_83c726616231a68cd9af,prasadudarsh@okhdfcbank,13.010392,80.241221,33061.14,2026-06-22T00:00:00,False,item_not_as_described
ORD-e1b0dca6ad,M_TrendMart,Saumya Dey,dfp_9f4b3735f5ea04ffd13a,rgoswami@ybl,19.124498,72.857135,2749.79,2026-04-18T00:00:00,False,
ORD-d1b681abe0,M_TrendMart,Prisha Andra,dfp_7e71ad5518edbeac8132,borramanthan@okhdfcbank,12.995495,80.261834,1668.67,2026-03-15T00:00:00,False,item_not_as_described
ORD-788dcce852,M_GadgetKart,Elijah Thakur,dfp_22e399f2350847de09a7,harini18@oksbi,12.942076,77.634032,41363.86,2026-01-02T00:00:00,False,item_not_as_described
ORD-2c15ccd17b,M_GadgetKart,Kalpit Oak,dfp_6f3510849f3232cd42f6,ekiyabhargava@ybl,28.59249,77.04452,18647.36,2026-01-23T00:00:00,False,
ORD-8deee4c337,M_TrendMart,Ryan Barman,dfp_509a08dd633ec5abf959,dayita86@paytm,19.113002,72.8413,27916.21,2026-05-19T00:00:00,False,item_not_as_described
ORD-dc4fbcc087,M_GadgetKart,Lakshmi Palla,dfp_218b4c5ec9bf4876ad33,sandalkrish@oksbi,28.604515,77.064524,34210.9,2026-06-04T00:00:00,False,
ORD-07cc2116f3,M_GadgetKart,Anya Vaidya,dfp_5a946e28569d1345dee5,girindrabarad@ybl,12.920009,77.599042,3945.39,2026-07-05T00:00:00,False,item_not_as_described
ORD-86f953ab1c,M_ElectroHub,Eiravati Lal,dfp_54e6935d4aa28946dd3f,borahhema@ybl,17.443712,78.346802,15637.62,2026-02-12T00:00:00,False,item_not_as_described
ORD-7717353575,M_HomeBazaar,Nakul Walla,dfp_a065b627c3e1224f3c3f,upandey@paytm,19.118326,72.847745,30432.21,2026-02-23T00:00:00,False,
ORD-143cc849ea,M_ElectroHub,Chaaya Parmer,dfp_ddd1c3c7b07c8f7a45a0,raagini23@ybl,12.933993,77.612055,11771.67,2026-03-10T00:00:00,False,item_not_as_described
ORD-dbba0b04a5,M_ElectroHub,Baljiwan Andra,dfp_24eaad155f90841988c3,hredhaan54@paytm,13.004338,80.255346,5607.2,2026-02-23T00:00:00,False,item_not_as_described
ORD-6bedc4edd7,M_GadgetKart,Vamakshi Parmer,dfp_aa8c760145c4e38eaa18,onkar82@ybl,12.936715,77.624529,35484.3,2026-04-29T00:00:00,False,
ORD-70cabfced9,M_FashionNest,Laban Dugar,dfp_48a00f730d66e10dc81a,psur@paytm,17.437055,78.352263,37148.27,2026-07-18T00:00:00,False,item_not_as_described
ORD-80cc371799,M_ElectroHub,Onveer Sharma,dfp_0beed7b2a1df686c5787,gaurang61@paytm,19.112757,72.852173,31860.23,2026-05-16T00:00:00,False,item_not_as_described
ORD-30f924d3f1,M_GadgetKart,Pushti Bal,dfp_62baf32b02d725e9ca92,ayush24@oksbi,19.126677,72.846066,4347.19,2026-01-14T00:00:00,False,item_not_as_described
ORD-6a59e2ea61,M_FashionNest,Neha Pau,dfp_647c3283cdf3d3bcb82f,rattancharan@oksbi,28.607372,77.053611,10706.83,2026-01-14T00:00:00,False,item_not_as_described
ORD-91547f0379,M_HomeBazaar,Faras Choudhury,dfp_1c9c510e2a848271473d,tiwarisamaksh@ybl,17.447819,78.361845,2866.15,2026-03-21T00:00:00,False,item_not_as_described
ORD-225591fb00,M_GadgetKart,Kamala Bassi,dfp_ee52021535013c1a4a0d,zkarnik@okhdfcbank,12.939157,77.631294,41320.9,2026-07-16T00:00:00,False,item_not_as_described
ORD-4d1cfd2d43,M_ElectroHub,Jagat Gour,dfp_b3abfaf4ce26b0f1c614,qushidhillon@ybl,12.935272,77.624521,48532.15,2026-02-17T00:00:00,True,item_not_received
ORD-3244d25d83,M_FashionNest,Chasmum Dutt,dfp_80d30332d85ca0c7ab80,girik54@ybl,28.587632,77.04848,9792.44,2026-04-25T00:00:00,False,item_not_as_described
ORD-bbceaac067,M_FashionNest,Yachana Sagar,dfp_4116861c47e8d864fa71,fratti@okhdfcbank,28.59037,77.039293,17715.76,2026-04-11T00:00:00,False,item_not_as_described
ORD-9d8aec3b47,M_GadgetKart,Ubika Seth,dfp_16d6b0588fa6a4ea3bf5,ubikaseth_f@oksbi,13.001316,80.257025,51913.19,2026-05-09T00:00:00,True,item_not_received
ORD-54699924be,M_ElectroHub,Robert Rajagopalan,dfp_46569f3adadc16800276,pratta@paytm,19.120919,72.861328,25680.19,2026-05-15T00:00:00,False,item_not_as_described
ORD-4642fe608f,M_HomeBazaar,Nidhi Bora,dfp_4c6e8fdd73c089216065,edwinhemal@paytm,28.589351,77.043844,33093.98,2026-04-11T00:00:00,False,item_not_as_described
ORD-3bc399d8a4,M_GadgetKart,Balveer Ram,dfp_d2dfa98d61ec036929f0,balvanverma_D@paytm,19.119835,72.84683,18851.72,2026-03-28T00:00:00,True,item_not_received
ORD-c0624a26ba,M_TrendMart,Ikshita Bala,dfp_c93cbf105a50a14b7fcf,zbera@oksbi,28.576032,77.023688,16089.35,2026-05-22T00:00:00,False,
ORD-6b1352508a,M_ElectroHub,Dakshesh Borde,dfp_63487505e6f26b6e3d4d,gpatla@okhdfcbank,12.930948,77.630311,7564.92,2026-06-26T00:00:00,False,item_not_as_described
ORD-626a7ad33a,M_FashionNest,Hemang Ganesan,dfp_3c9bdb1269ad63fc8478,neelimathaman@okhdfcbank,19.130867,72.85603,18866.1,2026-01-06T00:00:00,False,
ORD-8c3a8d5bca,M_GadgetKart,Jalsa Nadig,dfp_57d3e7f86da3871968bc,lilasalvi@ybl,13.000463,80.257043,16943.06,2026-01-11T00:00:00,False,item_not_as_described
ORD-2a68964c80,M_GadgetKart,Libni Sarma,dfp_4694802e0509ba8f9b84,aganesan@oksbi,12.938961,77.63581,13766.41,2026-04-27T00:00:00,False,
ORD-230c28f857,M_FashionNest,Jackson Dey,dfp_bf42ef0c077c973a7790,baraddaksha@paytm,19.095964,72.836646,28079.21,2026-02-11T00:00:00,False,
ORD-6baea26f31,M_ElectroHub,Aayush Lal,dfp_d276002097acf6ae43c6,niharikatoor@oksbi,12.940534,77.645567,29065.31,2026-04-19T00:00:00,False,
ORD-6a80f58d66,M_TrendMart,Lekha Arora,dfp_886ead776a13329b1379,odika61@ybl,19.123404,72.849044,37878.82,2026-04-14T00:00:00,False,
ORD-65f5d51104,M_HomeBazaar,Ladli Mall,dfp_0ef71798ffe2d95acfc0,fkrishnan@ybl,17.443537,78.345982,1112.82,2026-02-22T00:00:00,False,
ORD-ac215d445f,M_FashionNest,Krish Vala,dfp_dda79f12c2e54d680216,dindaksh@ybl,19.105447,72.856198,9725.41,2026-02-14T00:00:00,False,item_not_as_described
ORD-7c99273788,M_HomeBazaar,Balveer Dube,dfp_e0b6afe1b7eaa72c8835,charan94@paytm,19.117078,72.849384,32199.98,2026-03-27T00:00:00,False,item_not_as_described
ORD-4cc48cda1e,M_TrendMart,Zarna Sharma,dfp_63b9e5f26b427873665d,abhiram03@okhdfcbank,13.015614,80.245852,11023.67,2026-03-11T00:00:00,False,item_not_as_described
ORD-6a63645eeb,M_TrendMart,Zilmil Johal,dfp_6fb606df91b7a6605641,vanya86@paytm,12.998478,80.251633,27341.57,2026-03-20T00:00:00,False,item_not_as_described
ORD-e9e727ed67,M_TrendMart,Sai Patil,dfp_38ef0cdddb7f609c4e86,ksachdev@oksbi,28.591843,77.046251,2511.43,2026-06-06T00:00:00,False,
ORD-a05a5ec5b7,M_GadgetKart,Yasti Mani,dfp_97a296f4c9600c7a78ad,rajlila@paytm,13.009837,80.258272,18549.86,2026-06-10T00:00:00,False,
